Iteration	Posterior	Likelihood	Prior	mu	sigma
8586	-30.1526	-24.3702	-5.7824	16.2189	2.78666
8587	-29.6889	-23.927	-5.76188	15.8167	2.76615
8588	-29.7784	-24.0165	-5.76188	15.9159	2.76615
8589	-30.7619	-24.4634	-6.29847	16.0034	3.30274
8590	-30.7443	-24.4458	-6.29847	15.9799	3.30274
8591	-30.2426	-24.2108	-6.03185	15.9799	3.03612
8592	-29.6556	-24.6268	-5.02882	15.745	2.03309
8593	-29.4978	-24.3863	-5.11145	15.745	2.11572
8594	-29.204	-23.7476	-5.45643	15.5677	2.4607
8595	-29.1998	-23.7512	-5.44867	15.5677	2.45294
8596	-29.1998	-23.7512	-5.44867	15.5677	2.45294
8597	-29.2737	-23.721	-5.55268	15.5677	2.55695
8598	-29.4123	-23.8271	-5.58519	15.7221	2.58946
8599	-29.6762	-24.091	-5.58519	15.9835	2.58946
8600	-29.8036	-24.079	-5.72461	15.9835	2.72888
8601	-29.8349	-23.9822	-5.85271	15.8388	2.85697
8602	-29.8578	-24.0051	-5.85271	15.8664	2.85697
8603	-29.5986	-23.7459	-5.85271	15.4083	2.85697
8604	-29.5826	-23.7299	-5.85271	15.0082	2.85697
8605	-29.5834	-23.7307	-5.85271	15.0045	2.85697
8606	-29.3172	-23.6677	-5.64952	15.4479	2.65378
8607	-29.3172	-23.6677	-5.64952	15.4479	2.65378
8608	-29.3278	-23.6782	-5.64952	14.8773	2.65378
8609	-29.2651	-23.6156	-5.64952	15.1477	2.65378
8610	-29.3353	-23.6858	-5.64952	15.4912	2.65378
8611	-29.3985	-23.6635	-5.73508	15.3399	2.73935
8612	-29.3985	-23.6635	-5.73508	15.3399	2.73935
8613	-29.3819	-23.6468	-5.73508	15.1304	2.73935
8614	-29.3882	-23.6531	-5.73508	15.0686	2.73935
8615	-29.0382	-23.7579	-5.28028	15.0686	2.28455
8616	-29.6399	-23.7478	-5.8921	15.0686	2.89637
8617	-29.7155	-23.8234	-5.8921	15.5476	2.89637
8618	-29.7246	-23.8325	-5.8921	15.5676	2.89637
8619	-30.524	-25.6685	-4.8555	15.9074	1.85977
8620	-30.1666	-25.266	-4.90055	15.8224	1.90481
8621	-30.8033	-25.9027	-4.90055	16.1139	1.90481
8622	-31.7684	-26.8678	-4.90055	16.4328	1.90481
8623	-31.7929	-26.8924	-4.90055	16.4399	1.90481
8624	-30.5776	-25.677	-4.90055	16.0221	1.90481
8625	-30.1043	-25.1321	-4.9722	15.9246	1.97647
8626	-29.5352	-24.1803	-5.35498	15.9246	2.35924
8627	-29.796	-24.7025	-5.09349	15.9246	2.09776
8628	-29.4476	-23.8459	-5.60176	15.7464	2.60603
8629	-29.8871	-24.9425	-4.94454	15.7464	1.94881
8630	-31.0556	-26.1111	-4.94454	16.2771	1.94881
8631	-33.2442	-28.2997	-4.94454	16.8714	1.94881
8632	-32.0795	-25.5774	-6.50209	16.8714	3.50636
8633	-31.7431	-26.447	-5.29609	16.8714	2.30036
8634	-31.3597	-25.0688	-6.29089	16.5957	3.29516
8635	-30.9858	-25.184	-5.80178	16.7144	2.80605
8636	-30.9861	-25.4697	-5.51632	16.7144	2.52059
8637	-29.8733	-24.357	-5.51632	16.1523	2.52059
8638	-29.1542	-23.6379	-5.51632	15.3761	2.52059
8639	-29.1742	-23.6578	-5.51632	15.4316	2.52059
8640	-29.1738	-23.6579	-5.51584	15.4316	2.52011
8641	-30.5161	-25.7955	-4.72061	15.4316	1.72487
8642	-30.5161	-25.7955	-4.72061	15.4316	1.72487
8643	-29.249	-24.1663	-5.08265	15.4316	2.08692
8644	-29.2788	-24.1962	-5.08265	15.4782	2.08692
8645	-29.2409	-24.1318	-5.10911	15.4782	2.11338
8646	-29.3857	-24.2766	-5.10911	15.6455	2.11338
8647	-29.9508	-24.8417	-5.10911	16.0275	2.11338
8648	-29.2804	-24.1713	-5.10911	15.5318	2.11338
8649	-29.5572	-23.759	-5.79821	15.5318	2.80247
8650	-29.0903	-23.8987	-5.19158	15.3422	2.19585
8651	-29.4025	-24.4223	-4.98012	15.3422	1.98439
8652	-29.0687	-23.841	-5.2277	15.339	2.23197
8653	-29.1261	-23.8984	-5.2277	14.8861	2.23197
8654	-29.0792	-23.8515	-5.2277	14.9829	2.23197
8655	-29.1088	-23.9423	-5.1665	15.0105	2.17077
8656	-30.3784	-24.1118	-6.26653	15.2113	3.2708
8657	-30.4175	-24.151	-6.26653	15.4672	3.2708
8658	-30.3816	-24.1151	-6.26653	15.2665	3.2708
8659	-29.0521	-23.6554	-5.39666	15.2665	2.40092
8660	-29.5712	-24.1745	-5.39666	14.3967	2.40092
8661	-30.0268	-25.1674	-4.85947	14.7251	1.86373
8662	-29.8189	-24.9594	-4.85947	14.9337	1.86373
8663	-29.9394	-25.08	-4.85947	14.7984	1.86373
8664	-29.9394	-25.08	-4.85947	14.7984	1.86373
8665	-29.7518	-24.8923	-4.85947	15.0665	1.86373
8666	-29.953	-25.0935	-4.85947	15.565	1.86373
8667	-30.2291	-25.3696	-4.85947	15.7617	1.86373
8668	-29.3495	-23.9242	-5.42524	15.7617	2.42951
8669	-29.382	-23.9568	-5.42524	15.7936	2.42951
8670	-29.382	-23.9568	-5.42524	15.7936	2.42951
8671	-29.2606	-23.8353	-5.42524	15.664	2.42951
8672	-29.0607	-23.6355	-5.42524	15.2263	2.42951
8673	-29.0934	-23.6682	-5.42524	14.9726	2.42951
8674	-29.1742	-23.7489	-5.42524	14.8061	2.42951
8675	-29.3274	-23.7078	-5.61959	14.8061	2.62386
8676	-29.2302	-23.6106	-5.61959	15.2265	2.62386
8677	-29.2309	-23.6114	-5.61959	15.2362	2.62386
8678	-29.2229	-23.6102	-5.61265	15.2362	2.61692
8679	-29.3775	-23.6462	-5.73126	15.2362	2.73553
8680	-29.649	-23.9178	-5.73126	15.816	2.73553
8681	-29.4807	-24.2832	-5.1975	15.816	2.20177
8682	-29.1456	-23.9481	-5.1975	15.4675	2.20177
8683	-29.1051	-23.7957	-5.30943	15.4675	2.3137
8684	-29.2949	-23.6711	-5.62373	15.4675	2.628
8685	-29.5617	-23.753	-5.80868	15.505	2.81294
8686	-29.1591	-23.6234	-5.53567	15.0182	2.53994
8687	-29.1537	-23.9392	-5.21449	15.498	2.21875
8688	-30.9641	-24.4409	-6.52326	15.2852	3.52753
8689	-30.9641	-24.4409	-6.52326	15.2852	3.52753
8690	-30.3162	-24.0846	-6.23169	15.3463	3.23596
8691	-30.3476	-24.1159	-6.23169	15.4834	3.23596
8692	-29.8342	-23.8605	-5.9737	15.4834	2.97797
8693	-29.4266	-24.2828	-5.14385	15.7245	2.14812
8694	-29.4132	-24.2693	-5.14385	15.7131	2.14812
8695	-29.2912	-23.9528	-5.33843	15.7131	2.3427
8696	-29.4012	-24.0628	-5.33843	15.8156	2.3427
8697	-29.4012	-24.0628	-5.33843	15.8156	2.3427
8698	-29.4848	-24.2919	-5.19292	15.8156	2.19719
8699	-29.5986	-24.4056	-5.19292	15.8963	2.19719
8700	-30.2448	-25.0519	-5.19292	16.2449	2.19719
8701	-29.412	-24.2191	-5.19292	15.7581	2.19719
8702	-29.5342	-24.3412	-5.19292	15.8518	2.19719
8703	-29.9539	-24.761	-5.19292	16.1043	2.19719
8704	-29.1252	-23.9323	-5.19292	15.4254	2.19719
8705	-29.4612	-24.5083	-4.95291	15.3157	1.95718
8706	-29.2847	-23.6488	-5.63581	14.9485	2.64008
8707	-29.4561	-23.6928	-5.7633	14.9485	2.76757
8708	-29.7193	-23.956	-5.7633	14.5012	2.76757
8709	-29.6648	-23.9015	-5.7633	14.5663	2.76757
8710	-31.0408	-24.4868	-6.55401	15.0211	3.55828
8711	-31.1898	-24.6358	-6.55401	14.5423	3.55828
8712	-29.2511	-23.8374	-5.41377	14.6938	2.41803
8713	-29.8622	-25.0308	-4.83141	15.072	1.83568
8714	-29.6559	-24.7705	-4.8854	15.072	1.88967
8715	-29.0803	-23.6328	-5.44745	15.072	2.45172
8716	-29.2761	-23.8287	-5.44745	14.6794	2.45172
8717	-29.1798	-23.7323	-5.44745	14.8145	2.45172
8718	-29.1945	-23.747	-5.44745	14.7909	2.45172
8719	-29.6551	-24.5116	-5.14355	14.4603	2.14781
8720	-30.5478	-24.3155	-6.23226	14.4603	3.23653
8721	-31.5685	-24.8672	-6.70133	14.4603	3.7056
8722	-31.5695	-24.8681	-6.70133	14.4584	3.7056
8723	-30.2004	-24.0401	-6.16033	14.8614	3.1646
8724	-29.6316	-23.8697	-5.76187	14.6069	2.76614
8725	-29.9273	-24.1654	-5.76187	14.2947	2.76614
8726	-29.8969	-24.1624	-5.73447	14.2947	2.73874
8727	-29.8427	-24.023	-5.81968	14.4481	2.82395
8728	-29.6838	-23.8072	-5.87662	14.8166	2.88089
8729	-30.5617	-24.2328	-6.32894	14.8543	3.33321
8730	-30.5617	-24.2328	-6.32894	14.8543	3.33321
8731	-29.3311	-24.2583	-5.07276	14.8246	2.07703
8732	-29.7772	-24.5854	-5.19177	14.3447	2.19604
8733	-29.2592	-24.0674	-5.19177	14.7388	2.19604
8734	-29.3684	-23.7717	-5.59667	14.7013	2.60094
8735	-29.7474	-24.1507	-5.59667	14.3167	2.60094
8736	-29.967	-24.1523	-5.81468	14.3167	2.81895
8737	-31.9566	-25.2722	-6.68447	13.8819	3.68874
8738	-32.5023	-25.8179	-6.68447	13.3983	3.68874
8739	-32.1102	-25.4258	-6.68447	13.7293	3.68874
8740	-31.542	-25.7146	-5.82746	13.3764	2.83173
8741	-31.0371	-25.2096	-5.82746	13.6176	2.83173
8742	-33.8274	-26.2946	-7.53274	13.9146	4.53701
8743	-34.0606	-26.5021	-7.55844	13.6552	4.56271
8744	-33.5382	-26.1656	-7.37257	13.7947	4.37683
8745	-33.7228	-26.3502	-7.37257	13.5588	4.37683
8746	-31.5945	-25.3297	-6.26481	13.5605	3.26908
8747	-33.2465	-26.3872	-6.85938	13.0732	3.86365
8748	-32.7211	-25.8958	-6.82539	13.4306	3.82965
8749	-31.7034	-25.5153	-6.18813	13.4306	3.19239
8750	-31.9275	-25.7394	-6.18813	13.3043	3.19239
8751	-31.984	-26.5363	-5.44762	13.3043	2.45188
8752	-31.1693	-25.7217	-5.44762	13.5874	2.45188
8753	-31.4712	-26.0236	-5.44762	13.477	2.45188
8754	-31.4712	-26.0236	-5.44762	13.477	2.45188
8755	-31.4254	-25.4295	-5.9959	13.477	3.00017
8756	-31.5821	-25.4299	-6.15217	13.477	3.15643
8757	-31.9615	-25.8094	-6.15217	13.2673	3.15643
8758	-32.9174	-26.7652	-6.15217	12.8206	3.15643
8759	-32.9174	-26.7652	-6.15217	12.8206	3.15643
8760	-32.9174	-26.7652	-6.15217	12.8206	3.15643
8761	-32.8998	-26.8573	-6.04248	12.8206	3.04675
8762	-32.1185	-26.0761	-6.04248	13.1518	3.04675
8763	-32.2748	-26.0256	-6.24928	13.1518	3.25355
8764	-32.749	-26.4997	-6.24928	12.9174	3.25355
8765	-32.7709	-26.4911	-6.27983	12.9174	3.2841
8766	-32.9539	-27.3475	-5.6065	12.9174	2.61076
8767	-32.6744	-26.5701	-6.10422	12.9174	3.10849
8768	-33.6551	-27.5509	-6.10422	12.5308	3.10849
8769	-34.5079	-28.9559	-5.55196	12.5308	2.55623
8770	-32.1168	-26.5648	-5.55196	13.2083	2.55623
8771	-31.9918	-26.3153	-5.67658	13.2083	2.68085
8772	-33.3854	-27.7089	-5.67658	12.7521	2.68085
8773	-34.2818	-28.5451	-5.73674	12.4625	2.74101
8774	-33.1013	-26.735	-6.36636	12.7911	3.37063
8775	-33.5492	-27.1828	-6.36636	12.5865	3.37063
8776	-33.6489	-27.2825	-6.36636	12.5431	3.37063
8777	-33.3843	-27.018	-6.36636	12.6599	3.37063
8778	-34.3846	-28.0182	-6.36636	12.2427	3.37063
8779	-33.695	-27.3286	-6.36636	12.5233	3.37063
8780	-32.3313	-25.965	-6.36636	13.1916	3.37063
8781	-32.1548	-25.7884	-6.36636	13.2954	3.37063
8782	-31.1917	-24.8253	-6.36636	14.0151	3.37063
8783	-30.8701	-24.5037	-6.36636	14.3908	3.37063
8784	-30.3738	-25.0072	-5.36658	13.9485	2.37084
8785	-29.5749	-24.2083	-5.36658	14.396	2.37084
8786	-29.6313	-24.2647	-5.36658	14.3564	2.37084
8787	-29.1289	-23.7623	-5.36658	14.8496	2.37084
8788	-29.0459	-23.6794	-5.36658	15.2898	2.37084
8789	-29.0459	-23.6794	-5.36658	15.2898	2.37084
8790	-30.8529	-24.4278	-6.42508	15.7083	3.42935
8791	-30.3077	-24.1233	-6.18441	15.6401	3.18868
8792	-29.9295	-23.9407	-5.98877	15.6401	2.99304
8793	-30.0779	-24.0891	-5.98877	15.8696	2.99304
8794	-30.2987	-24.187	-6.11166	15.8695	3.11593
8795	-30.3017	-24.1901	-6.11166	15.8737	3.11593
8796	-30.0731	-24.0297	-6.04341	15.7188	3.04768
8797	-33.1109	-25.741	-7.36987	15.7188	4.37414
8798	-33.0458	-25.676	-7.36987	15.3905	4.37414
8799	-33.0458	-25.676	-7.36987	15.3905	4.37414
8800	-33.2109	-25.7992	-7.4117	15.7073	4.41597
8801	-31.2484	-24.6486	-6.59984	15.7073	3.60411
8802	-29.5573	-23.7209	-5.83645	15.3507	2.84072
8803	-29.5573	-23.7209	-5.83645	15.3507	2.84072
8804	-31.2901	-24.6782	-6.61188	15.7401	3.61615
8805	-31.1775	-24.5656	-6.61188	15.3315	3.61615
8806	-31.3474	-24.7355	-6.61188	15.8601	3.61615
8807	-31.4296	-24.8177	-6.61188	16.0023	3.61615
8808	-30.4957	-25.2638	-5.23187	16.3821	2.23614
8809	-30.4957	-25.2638	-5.23187	16.3821	2.23614
8810	-30.558	-25.36	-5.198	16.3821	2.20226
8811	-29.8045	-24.6065	-5.198	16.0269	2.20226
8812	-29.9049	-24.1336	-5.77126	16.0269	2.77552
8813	-30.5055	-25.585	-4.92051	16.0269	1.92478
8814	-30.6313	-25.7108	-4.92051	16.08	1.92478
8815	-30.2431	-25.3226	-4.92051	15.9038	1.92478
8816	-29.9601	-24.0821	-5.878	15.9399	2.88227
8817	-29.6356	-24.0367	-5.59886	15.9399	2.60313
8818	-29.5384	-23.9395	-5.59886	15.8482	2.60313
8819	-29.6169	-24.4907	-5.12619	15.8482	2.13045
8820	-29.631	-23.9392	-5.69183	15.8482	2.6961
8821	-30.002	-24.3102	-5.69183	16.1715	2.6961
8822	-29.8289	-24.1371	-5.69183	16.036	2.6961
8823	-29.889	-24.1402	-5.7488	16.036	2.75307
8824	-30.1871	-25.1683	-5.01882	16.036	2.02308
8825	-29.7429	-24.7241	-5.01882	15.7893	2.02308
8826	-29.3482	-24.3294	-5.01882	15.4069	2.02308
8827	-31.5208	-26.9303	-4.5905	15.4551	1.59477
8828	-31.5208	-26.9303	-4.5905	15.4551	1.59477
8829	-29.4787	-24.1132	-5.36556	15.8823	2.36983
8830	-29.4787	-24.1132	-5.36556	15.8823	2.36983
8831	-29.2189	-23.9051	-5.31381	15.6313	2.31808
8832	-29.4106	-24.4091	-5.00148	15.4473	2.00575
8833	-29.4106	-24.4091	-5.00148	15.4473	2.00575
8834	-29.3287	-24.3272	-5.00148	15.2644	2.00575
8835	-29.3568	-24.3553	-5.00148	15.3504	2.00575
8836	-30.1177	-25.1162	-5.00148	15.9773	2.00575
8837	-31.2004	-26.199	-5.00148	16.406	2.00575
8838	-31.2962	-25.2159	-6.08026	16.7538	3.08453
8839	-31.1881	-25.1078	-6.08026	16.6872	3.08453
8840	-31.0746	-25.0953	-5.97923	16.6872	2.9835
8841	-34.6438	-26.826	-7.81786	16.6872	4.82213
8842	-34.7584	-26.9405	-7.81786	16.8542	4.82213
8843	-34.6411	-26.8232	-7.81786	16.6829	4.82213
8844	-34.9841	-27.1663	-7.81786	17.1422	4.82213
8845	-35.088	-27.2701	-7.81786	17.2613	4.82213
8846	-35.1043	-27.2864	-7.81786	17.2794	4.82213
8847	-33.6904	-26.395	-7.29541	16.9409	4.29967
8848	-32.3493	-26.5689	-5.7804	17.2966	2.78467
8849	-32.3493	-26.5689	-5.7804	17.2966	2.78467
8850	-33.2807	-27.5003	-5.7804	17.6135	2.78467
8851	-33.7879	-28.2674	-5.5205	17.6135	2.52476
8852	-33.7879	-28.2674	-5.5205	17.6135	2.52476
8853	-33.3835	-26.8246	-6.55894	17.6135	3.56321
8854	-33.0968	-26.5379	-6.55894	17.4593	3.56321
8855	-32.2345	-25.6755	-6.55894	16.915	3.56321
8856	-31.7933	-26.4589	-5.33441	16.915	2.33868
8857	-31.6661	-25.4712	-6.19486	16.8939	3.19913
8858	-31.7456	-25.5507	-6.19486	16.9406	3.19913
8859	-31.4278	-25.2329	-6.19486	16.7455	3.19913
8860	-31.5072	-25.3123	-6.19486	16.7964	3.19913
8861	-31.3922	-25.3413	-6.05092	16.8283	3.05519
8862	-31.3526	-26.2796	-5.07304	16.5424	2.07731
8863	-30.9611	-24.8867	-6.07435	16.5424	3.07862
8864	-29.8112	-24.2021	-5.60914	16.0772	2.61341
8865	-31.3897	-26.5675	-4.82216	16.1773	1.82643
8866	-30.1416	-25.2183	-4.92331	15.8558	1.92758
8867	-29.5188	-23.9539	-5.56489	15.8558	2.56916
8868	-29.2381	-24.1294	-5.10869	15.4731	2.11295
8869	-29.1751	-24.0664	-5.10869	15.3553	2.11295
8870	-29.238	-24.1294	-5.10869	14.8781	2.11295
8871	-29.1999	-23.6743	-5.52568	14.8781	2.52995
8872	-29.5397	-24.0141	-5.52568	14.4521	2.52995
8873	-29.2436	-23.7179	-5.52568	14.7956	2.52995
8874	-29.138	-23.6124	-5.52568	15.2718	2.52995
8875	-29.3252	-23.7996	-5.52568	15.6745	2.52995
8876	-29.1344	-23.6087	-5.52568	15.2434	2.52995
8877	-29.2055	-23.6799	-5.52568	14.8663	2.52995
8878	-29.1878	-23.6621	-5.52568	14.9055	2.52995
8879	-29.0961	-23.7458	-5.35031	14.9055	2.35458
8880	-29.0379	-23.6876	-5.35031	15.0838	2.35458
8881	-29.609	-23.7337	-5.87533	15.0838	2.8796
8882	-29.6904	-23.815	-5.87533	14.797	2.8796
8883	-29.6614	-23.7861	-5.87533	14.8668	2.8796
8884	-30.462	-24.2375	-6.22443	14.5711	3.22869
8885	-29.7041	-24.6747	-5.02937	14.5711	2.03364
8886	-29.7041	-24.6747	-5.02937	14.5711	2.03364
8887	-29.7486	-24.7192	-5.02937	14.5414	2.03364
8888	-33.3384	-28.8503	-4.48807	14.5414	1.49234
8889	-29.3995	-23.9732	-5.42633	14.5414	2.4306
8890	-29.4898	-24.0635	-5.42633	14.4622	2.4306
8891	-29.6178	-24.1914	-5.42633	14.3631	2.4306
8892	-29.3427	-23.9163	-5.42633	14.5967	2.4306
8893	-29.108	-23.6817	-5.42633	14.9352	2.4306
8894	-29.4716	-24.0453	-5.42633	14.4774	2.4306
8895	-29.5693	-23.8443	-5.725	14.6252	2.72926
8896	-30.6558	-24.9308	-5.725	13.7894	2.72926
8897	-30.3777	-24.6527	-5.725	13.9479	2.72926
8898	-30.5359	-24.5649	-5.97102	14.0155	2.97528
8899	-30.8561	-25.817	-5.03906	14.0155	2.04332
8900	-30.3866	-24.5591	-5.82753	13.9991	2.8318
8901	-30.0563	-24.0992	-5.95706	14.4425	2.96133
8902	-30.5064	-24.3012	-6.20513	14.4425	3.20939
8903	-30.1649	-25.2202	-4.94477	14.4425	1.94903
8904	-29.6572	-24.7124	-4.94477	14.7861	1.94903
8905	-29.563	-24.5531	-5.0099	14.7146	2.01417
8906	-29.3282	-24.3183	-5.0099	15.027	2.01417
8907	-29.3089	-24.299	-5.0099	15.0955	2.01417
8908	-29.4082	-24.3983	-5.0099	15.4705	2.01417
8909	-30.896	-26.2268	-4.66924	15.4705	1.67351
8910	-30.896	-26.2268	-4.66924	15.4705	1.67351
8911	-31.1825	-26.5133	-4.66924	15.6731	1.67351
8912	-30.1843	-25.403	-4.78127	15.4401	1.78553
8913	-29.4171	-24.4206	-4.99649	15.4401	2.00076
8914	-29.3425	-24.346	-4.99649	15.0747	2.00076
8915	-29.4667	-23.7818	-5.6849	14.7002	2.68917
8916	-29.8476	-23.9083	-5.93925	14.7002	2.94352
8917	-29.9031	-24.1846	-5.71847	14.2756	2.72274
8918	-29.9149	-23.9692	-5.94566	14.6067	2.94992
8919	-29.9337	-23.988	-5.94566	14.5786	2.94992
8920	-29.7483	-23.8026	-5.94566	14.9918	2.94992
8921	-29.85	-23.9043	-5.94566	14.7165	2.94992
8922	-30.854	-24.505	-6.34897	14.3625	3.35324
8923	-30.6623	-24.3133	-6.34897	14.6959	3.35324
8924	-30.6851	-24.3361	-6.34897	14.6452	3.35324
8925	-29.3905	-24.2347	-5.15583	14.6452	2.1601
8926	-29.1656	-24.0098	-5.15583	14.9083	2.1601
8927	-29.0937	-23.9379	-5.15583	15.1094	2.1601
8928	-29.2199	-23.9466	-5.27337	14.7297	2.27764
8929	-29.142	-23.8687	-5.27337	14.8321	2.27764
8930	-29.3418	-24.279	-5.06288	14.8321	2.06715
8931	-29.9536	-24.8907	-5.06288	14.3751	2.06715
8932	-29.9536	-24.8907	-5.06288	14.3751	2.06715
8933	-30.2467	-24.4001	-5.84668	14.1154	2.85094
8934	-31.0243	-25.1776	-5.84668	13.6303	2.85094
8935	-32.0831	-25.4703	-6.61289	13.6303	3.61715
8936	-32.4091	-25.7962	-6.61289	13.3754	3.61715
8937	-32.1128	-25.4999	-6.61289	13.6054	3.61715
8938	-32.1128	-25.4999	-6.61289	13.6054	3.61715
8939	-32.5882	-25.9753	-6.61289	13.2496	3.61715
8940	-31.972	-25.8471	-6.12486	13.2496	3.12913
8941	-30.9007	-24.7758	-6.12486	13.9061	3.12913
8942	-30.4464	-25.0543	-5.39202	13.9061	2.39629
8943	-32.6286	-27.8507	-4.77788	13.9061	1.78214
8944	-31.6173	-26.8394	-4.77788	14.1911	1.78214
8945	-30.7299	-25.7843	-4.94559	14.1911	1.94986
8946	-30.8265	-25.5052	-5.32121	13.7802	2.32548
8947	-31.7378	-26.7361	-5.00173	13.7802	2.006
8948	-31.9871	-26.9854	-5.00173	13.71	2.006
8949	-31.9871	-26.9854	-5.00173	13.71	2.006
8950	-31.9871	-26.9854	-5.00173	13.71	2.006
8951	-31.3926	-25.546	-5.8466	13.4474	2.85087
8952	-32.1797	-26.3331	-5.8466	13.1102	2.85087
8953	-32.0465	-26.1999	-5.8466	13.1632	2.85087
8954	-32.0465	-26.1999	-5.8466	13.1632	2.85087
8955	-32.0733	-26.3271	-5.74622	13.1632	2.75048
8956	-33.0859	-26.2476	-6.83835	13.1632	3.84262
8957	-35.9091	-27.7798	-8.12925	12.8964	5.13352
8958	-35.8473	-27.718	-8.12925	12.969	5.13352
8959	-36.1832	-28.0539	-8.12925	12.5988	5.13352
8960	-36.052	-27.9895	-8.06247	12.5988	5.06674
8961	-36.2845	-28.2221	-8.06247	12.3767	5.06674
8962	-35.7973	-27.7348	-8.06247	12.8665	5.06674
8963	-32.145	-25.8519	-6.29311	13.2478	3.29738
8964	-32.5537	-25.9643	-6.58937	13.2478	3.59364
8965	-32.1812	-25.6224	-6.55878	13.4754	3.56305
8966	-32.3631	-25.8043	-6.55878	13.3445	3.56305
8967	-32.1732	-25.6145	-6.55878	13.4813	3.56305
8968	-32.0039	-25.4451	-6.55878	13.6133	3.56305
8969	-32.8991	-25.8869	-7.01224	13.6133	4.01651
8970	-33.3557	-26.3435	-7.01224	13.1972	4.01651
8971	-33.8419	-26.5786	-7.26324	13.1972	4.26751
8972	-33.8419	-26.5786	-7.26324	13.1972	4.26751
8973	-33.9558	-26.6782	-7.27754	13.1196	4.28181
8974	-33.9558	-26.6782	-7.27754	13.1196	4.28181
8975	-32.2711	-26.0983	-6.17275	13.1196	3.17702
8976	-34.0325	-26.5755	-7.457	13.4126	4.46127
8977	-32.873	-25.9794	-6.89365	13.4126	3.89792
8978	-32.6519	-27.2518	-5.40005	13.1339	2.40432
8979	-33.2197	-27.8196	-5.40005	12.979	2.40432
8980	-33.2197	-27.8196	-5.40005	12.979	2.40432
8981	-33.2197	-27.8196	-5.40005	12.979	2.40432
8982	-33.0828	-26.285	-6.79778	13.1161	3.80204
8983	-33.0828	-26.285	-6.79778	13.1161	3.80204
8984	-32.844	-26.0463	-6.79778	13.2911	3.80204
8985	-31.2098	-25.5937	-5.61612	13.5243	2.62039
8986	-31.2761	-25.3571	-5.919	13.5243	2.92327
8987	-30.8287	-24.7619	-6.06688	13.8959	3.07115
8988	-31.0918	-25.4827	-5.60915	13.5749	2.61342
8989	-30.822	-25.2129	-5.60915	13.6945	2.61342
8990	-30.8244	-25.1544	-5.67	13.6945	2.67426
8991	-30.4394	-24.7694	-5.67	13.8938	2.67426
8992	-30.4394	-24.7694	-5.67	13.8938	2.67426
8993	-30.1046	-24.9461	-5.15851	14.1997	2.16277
8994	-30.239	-24.3927	-5.84638	14.1211	2.85065
8995	-29.8656	-24.0192	-5.84638	14.465	2.85065
8996	-30.0934	-24.247	-5.84638	14.2401	2.85065
8997	-30.3794	-24.5331	-5.84638	14.0179	2.85065
8998	-31.109	-25.2626	-5.84638	13.5863	2.85065
8999	-31.1885	-25.7553	-5.43326	13.5863	2.43753
9000	-31.4602	-25.2635	-6.19668	13.5863	3.20095
9001	-31.5788	-25.0337	-6.54509	13.979	3.54936
9002	-30.3129	-24.9524	-5.36053	13.979	2.36479
9003	-30.375	-25.0757	-5.29921	13.979	2.30348
9004	-31.3802	-26.081	-5.29921	13.5949	2.30348
9005	-32.4632	-26.0762	-6.38699	13.1309	3.39126
9006	-32.3898	-26.0672	-6.3226	13.1309	3.32687
9007	-31.3105	-25.5767	-5.73379	13.4737	2.73806
9008	-30.6303	-24.8965	-5.73379	13.8057	2.73806
9009	-29.9388	-24.205	-5.73379	14.2592	2.73806
9010	-29.6821	-23.9483	-5.73379	14.5011	2.73806
9011	-29.4589	-23.7251	-5.73379	14.8288	2.73806
9012	-29.4614	-23.7276	-5.73379	14.8234	2.73806
9013	-29.4614	-23.7276	-5.73379	14.8234	2.73806
9014	-29.4882	-23.7544	-5.73379	14.7704	2.73806
9015	-29.9723	-23.91	-6.06227	14.9778	3.06653
9016	-30.2662	-24.204	-6.06227	14.4062	3.06653
9017	-29.8954	-24.066	-5.82944	14.4062	2.83371
9018	-29.6608	-23.8314	-5.82944	14.7116	2.83371
9019	-29.3616	-24.2398	-5.12178	14.7116	2.12605
9020	-30.7235	-24.3436	-6.37988	14.7116	3.38415
9021	-29.6199	-23.7354	-5.88455	15.169	2.88881
9022	-29.6204	-23.7358	-5.88455	15.1465	2.88881
9023	-29.1322	-23.6057	-5.52652	15.1465	2.53079
9024	-29.1713	-23.6448	-5.52652	15.4013	2.53079
9025	-29.605	-24.6873	-4.91767	15.4013	1.92194
9026	-29.4021	-24.4095	-4.99265	15.4013	1.99692
9027	-29.4021	-24.4095	-4.99265	15.4013	1.99692
9028	-29.8108	-23.8794	-5.93137	15.6068	2.93564
9029	-29.7033	-23.7719	-5.93137	15.2019	2.93564
9030	-29.7959	-23.8646	-5.93137	14.7751	2.93564
9031	-29.9994	-24.068	-5.93137	14.4607	2.93564
9032	-29.8537	-23.9224	-5.93137	14.6657	2.93564
9033	-30.0422	-24.0052	-6.03691	14.6657	3.04118
9034	-29.3496	-23.6884	-5.66119	14.8597	2.66545
9035	-29.2829	-23.6218	-5.66119	15.1042	2.66545
9036	-30.4157	-25.6953	-4.72041	15.1042	1.72468
9037	-30.5627	-25.8422	-4.72041	15.4798	1.72468
9038	-30.4548	-25.7344	-4.72041	15.3439	1.72468
9039	-30.8166	-26.0962	-4.72041	15.6691	1.72468
9040	-30.0934	-24.0246	-6.06879	15.6691	3.07306
