Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	norm_gamma_rates[1]	alpha	pinvar
2230	-5255.01	-5258.96	3.94737	0.00670006	0.00110903	0.0154117	0.00287508	0.0366341	0.0151364	1.32161	0.0269401	0.00702341	0.0187928	0.0113798	0.0090503	0.0924387	0.00352154	0.00979466	0.0312927	0.0153815	0.0270319	0.0314867	0.00837374	0.0286745	0.0147164	0.0105978	1.74597	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000438549
2240	-5255.12	-5258.92	3.80683	0.00670006	0.00110903	0.0154117	0.00360192	0.0366341	0.0151364	1.32161	0.027346	0.00975683	0.0187928	0.0113798	0.0090503	0.0924387	0.00352154	0.0161374	0.0312927	0.0153815	0.0270319	0.0314867	0.0122187	0.0286745	0.0147164	0.0105978	1.76002	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000438549
2250	-5251.73	-5255.75	4.01816	0.00670006	0.00110903	0.0154117	0.00528663	0.0366341	0.0151364	1.32161	0.027346	0.00975683	0.0187928	0.0113798	0.00775299	0.0924387	0.00352154	0.0161374	0.0312927	0.0153815	0.0270319	0.0231248	0.013122	0.0179848	0.0147164	0.00722481	1.73889	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000438549
2260	-5251.46	-5255.46	3.99803	0.00670006	0.00110903	0.0151875	0.00528663	0.0366341	0.0188253	1.32161	0.0286975	0.00975683	0.0187928	0.0113798	0.0116398	0.0924387	0.00352154	0.0161374	0.0312927	0.0153815	0.0203428	0.0231248	0.013122	0.0179848	0.0147164	0.00722481	1.7409	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000438549
2270	-5252.78	-5256.64	3.85895	0.00670006	0.00110903	0.0151875	0.00528663	0.0366341	0.0188253	1.32161	0.0286975	0.00975683	0.022635	0.0216814	0.0116398	0.0905388	0.00352154	0.0161374	0.0312927	0.0153815	0.0203428	0.0231248	0.013122	0.0196481	0.0147164	0.00722481	1.75481	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.00872417
2280	-5251.21	-5254.99	3.7878	0.00670006	0.000839543	0.0151875	0.00528663	0.0366341	0.0188253	1.32161	0.0295693	0.00975683	0.022635	0.0216814	0.0116398	0.0905388	0.0035533	0.0161374	0.0312927	0.0153815	0.0203428	0.0231248	0.013122	0.0196481	0.0211975	0.00722481	1.76193	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00641725
2290	-5250.6	-5254.31	3.71194	0.00670006	0.000839543	0.0151875	0.00528663	0.0366341	0.0239479	1.32161	0.0274289	0.00597962	0.022635	0.0199424	0.0158407	0.0905388	0.0035533	0.0161374	0.0338591	0.0153815	0.0203428	0.0231248	0.0164751	0.0196481	0.0211975	0.00722481	1.76951	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00641725
2300	-5253.5	-5256.94	3.43995	0.00670006	0.000839543	0.0151875	0.00528663	0.0366341	0.0239479	1.32161	0.025227	0.00597962	0.022635	0.0199424	0.0158407	0.0905388	0.00318919	0.0241576	0.0338591	0.019372	0.0203428	0.0231248	0.0164751	0.0341592	0.024441	0.00722481	1.79671	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00641725
2310	-5252.8	-5256.53	3.72617	0.00670006	0.000705472	0.0112833	0.00528663	0.0366341	0.0239479	1.32161	0.0253415	0.00597962	0.022635	0.0303577	0.0158407	0.0553199	0.00318919	0.0241576	0.0338591	0.0194768	0.0203428	0.0231248	0.0164751	0.0341592	0.024441	0.00722481	1.76809	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00641725
2320	-5251.79	-5255.68	3.89324	0.00670006	0.000705472	0.0114407	0.00528663	0.0366341	0.0239479	1.32161	0.0170812	0.00597962	0.0202699	0.0208564	0.0158407	0.0553199	0.00318919	0.0241576	0.0338591	0.017794	0.0267807	0.0231248	0.0164751	0.0341592	0.024441	0.00573269	1.75138	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00641725
2330	-5251.19	-5255.18	3.9883	0.00434002	0.000705472	0.0114407	0.00613636	0.0366341	0.0239479	1.32161	0.0150567	0.00597962	0.0202699	0.0208564	0.0158407	0.0553199	0.00198681	0.0241576	0.0338591	0.017794	0.0267807	0.0231248	0.0164751	0.0293896	0.024441	0.00573269	1.74188	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00641725
2340	-5251.39	-5255.42	4.03105	0.00550091	0.000705472	0.0114407	0.00519915	0.0322476	0.0207153	1.32161	0.0150567	0.00849589	0.0202699	0.0208564	0.0158407	0.0553199	0.00259133	0.0241576	0.0338591	0.017794	0.0267807	0.0231248	0.0164751	0.0293896	0.024441	0.00573269	1.7376	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00487455
2350	-5252.26	-5256.07	3.80383	0.00550091	0.000705472	0.0114407	0.00519915	0.0322476	0.0250627	1.32161	0.0150567	0.00888497	0.0314947	0.0208564	0.0158407	0.0553199	0.00259133	0.0282657	0.0338591	0.017794	0.0267807	0.0257777	0.0164751	0.0293896	0.024441	0.00573269	1.76032	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00487455
2360	-5253.77	-5257.54	3.77852	0.00376109	0.000705472	0.0114407	0.00519915	0.023481	0.0328313	1.32161	0.0138273	0.00888497	0.0314947	0.0208564	0.0158407	0.0553199	0.00259133	0.0282657	0.0338591	0.0128868	0.0267807	0.034406	0.0164751	0.0321665	0.024441	0.00573269	1.76286	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00487455
2370	-5253.36	-5257.11	3.74744	0.00376109	0.00109558	0.0114407	0.00519915	0.023481	0.0328313	1.32161	0.0138273	0.00888497	0.0314947	0.0208564	0.0158407	0.0553199	0.00385099	0.0282657	0.0367262	0.0146368	0.0267807	0.034406	0.0133165	0.0321665	0.024441	0.00573269	1.76596	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00301273
2380	-5255.92	-5259.49	3.57278	0.00376109	0.00109558	0.0114407	0.00519915	0.023481	0.0328313	1.32161	0.0138273	0.00617053	0.0314947	0.0208564	0.0136238	0.0553199	0.00385099	0.0354266	0.0367262	0.0146368	0.0267807	0.0470094	0.0133165	0.0275675	0.0316724	0.00573269	1.78343	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00301273
2390	-5255.44	-5259.08	3.6346	0.00332454	0.00109558	0.0114407	0.00519915	0.023481	0.0328313	1.32161	0.0138273	0.00617053	0.0213501	0.0208564	0.0136238	0.0553199	0.00374341	0.0354266	0.0367262	0.0194965	0.0267807	0.0470094	0.012964	0.0275675	0.0316724	0.00573269	1.77725	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00301273
2400	-5254.16	-5257.74	3.58118	0.00332454	0.000988069	0.0114407	0.00519915	0.023481	0.0328313	1.32161	0.0138273	0.00617053	0.0213501	0.0298956	0.0136238	0.0553199	0.00374341	0.0354266	0.0293431	0.0194965	0.0267807	0.0470094	0.012964	0.0275675	0.0354651	0.00573269	1.78259	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00301273
2410	-5255.18	-5258.74	3.55604	0.00332454	0.000951636	0.00708642	0.00519915	0.023481	0.0328313	1.32161	0.0138273	0.00439151	0.0213501	0.0298956	0.0136238	0.0531564	0.00374341	0.0462744	0.0293431	0.0194965	0.0267807	0.0470094	0.012964	0.0275675	0.0354651	0.00573269	1.7851	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2420	-5251.95	-5255.62	3.67186	0.00204411	0.000951636	0.00708642	0.00760381	0.023481	0.0371933	1.32161	0.0138273	0.00439151	0.0213501	0.0298956	0.0136238	0.0531564	0.00374341	0.028828	0.0293431	0.0194965	0.0267807	0.0470094	0.0133425	0.0275675	0.0354651	0.00573269	1.77352	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2430	-5248.52	-5252.19	3.67337	0.00204411	0.000652232	0.00708642	0.00760381	0.0235638	0.0371933	1.32161	0.0198764	0.00439151	0.0213501	0.0298956	0.0136238	0.0531564	0.00689773	0.028828	0.0242104	0.0194965	0.0386176	0.0311664	0.0133425	0.0275675	0.0354651	0.00573269	1.77337	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2440	-5248.77	-5252.53	3.75921	0.00204411	0.000424333	0.00708642	0.00760381	0.0235638	0.0371933	1.32161	0.0161509	0.00439151	0.0213501	0.0298956	0.0136238	0.0531564	0.00689773	0.028828	0.0242104	0.0129485	0.0386176	0.0311664	0.0152605	0.0275675	0.0354651	0.00573269	1.76479	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2450	-5247.35	-5251.02	3.66566	0.00204411	0.000502855	0.00708642	0.00760381	0.0294761	0.0371933	1.32161	0.0161509	0.00439151	0.0213501	0.0204071	0.0136238	0.0738123	0.00689773	0.028828	0.0194096	0.0129485	0.0309938	0.0311664	0.0152605	0.0275675	0.0400867	0.00573269	1.77414	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2460	-5249.88	-5250.79	0.917828	0.00280353	0.000502855	0.00708642	0.00582228	0.0294761	0.0371933	1.58973	0.0161509	0.00439151	0.0213501	0.0204071	0.0136238	0.0789314	0.00689773	0.028828	0.0194096	0.0129485	0.0309938	0.0337332	0.0152605	0.0275675	0.0400867	0.00573269	2.04892	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2470	-5251.05	-5252.4	1.35004	0.00205521	0.000502855	0.00708642	0.00600036	0.0294761	0.0371933	1.52842	0.0161509	0.00664803	0.0213501	0.0326274	0.0136238	0.0789314	0.00689773	0.0405022	0.0194556	0.0129485	0.0309938	0.0261964	0.0152605	0.0275675	0.0400867	0.00573269	2.0057	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2480	-5250.17	-5251.61	1.44095	0.00205521	0.000502855	0.00708642	0.00600036	0.0294761	0.029378	1.52842	0.0161509	0.00664803	0.0213501	0.0326274	0.0192606	0.0719713	0.00689773	0.0405022	0.013329	0.0129485	0.0309938	0.0261964	0.0214349	0.0275675	0.0400867	0.00573269	1.99661	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2490	-5249.33	-5250.84	1.50954	0.00258149	0.000751966	0.00708642	0.00799789	0.0294761	0.029378	1.52842	0.0161509	0.00664803	0.0213501	0.0326274	0.0192606	0.0719713	0.00689773	0.0405022	0.013329	0.0129485	0.0309938	0.0217066	0.0162933	0.0275675	0.0400867	0.00573269	1.98975	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2500	-5245.57	-5247.61	2.03845	0.00258149	0.000751966	0.00593553	0.00799789	0.0294761	0.029378	1.52842	0.0161509	0.00664803	0.0214359	0.0326274	0.0160974	0.0515772	0.00689773	0.0405022	0.013329	0.0129485	0.0309938	0.0217066	0.0162933	0.0129516	0.0264341	0.00573269	1.93686	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2510	-5245.65	-5247.61	1.95439	0.00258149	0.000751966	0.00593553	0.00799789	0.0294761	0.029378	1.52842	0.0161509	0.00664803	0.0214359	0.0326274	0.0214589	0.0515772	0.00689773	0.0405022	0.013329	0.0170946	0.0346232	0.0210307	0.0162933	0.0084064	0.0264341	0.00622272	1.94527	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2520	-5244.67	-5246.61	1.93807	0.00258149	0.000498463	0.00749789	0.00799789	0.0294761	0.029378	1.52842	0.0161509	0.00664803	0.0306534	0.0326274	0.0214589	0.0515772	0.00689773	0.031837	0.013329	0.0170946	0.0346232	0.0210307	0.0162933	0.0106099	0.0264341	0.00378957	1.9469	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2530	-5247.63	-5249.32	1.69141	0.00532272	0.000707611	0.00749789	0.00799789	0.0294761	0.0454644	1.52842	0.0161509	0.00664803	0.0306534	0.0326274	0.0214589	0.0515772	0.00528448	0.031837	0.013329	0.026178	0.0215923	0.0327238	0.0162933	0.0106099	0.0259314	0.00378957	1.97157	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2540	-5248.44	-5253.04	4.6043	0.0054208	0.000707611	0.00749789	0.0111064	0.0292958	0.0454644	1.2341	0.0161509	0.00664803	0.0306534	0.0326274	0.0214589	0.0515772	0.00528448	0.031837	0.013329	0.026178	0.0215923	0.0327238	0.0162933	0.0106099	0.0259314	0.00378957	1.68028	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2550	-5247.83	-5252.43	4.59855	0.0054208	0.000707611	0.00749789	0.012107	0.0292958	0.0454644	1.2341	0.0161509	0.00664803	0.0339232	0.0268113	0.0214589	0.0515772	0.00740524	0.031837	0.013329	0.026178	0.0215923	0.0327238	0.0162933	0.0106099	0.0259314	0.00378957	1.68085	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2560	-5247.14	-5251.81	4.66089	0.0054208	0.000707611	0.00749789	0.012107	0.0289783	0.0334536	1.2341	0.0161509	0.00664803	0.0339232	0.0268113	0.0214589	0.0515772	0.00740524	0.031837	0.013329	0.026178	0.0276866	0.0327238	0.0162933	0.0106099	0.0259314	0.00378957	1.67462	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2570	-5247.76	-5252.48	4.7191	0.00392088	0.000707611	0.00749789	0.0158009	0.0289783	0.0213968	1.2341	0.0161509	0.00664803	0.0339232	0.0417975	0.0175683	0.0515772	0.00740524	0.0247838	0.013329	0.026178	0.0276866	0.0327238	0.0162933	0.0106099	0.0259314	0.00378957	1.6688	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2580	-5249.41	-5253.91	4.50374	0.00361563	0.000938171	0.00749789	0.0158009	0.0289783	0.0213968	1.2341	0.0161509	0.00664803	0.0339232	0.0417975	0.0260586	0.0515772	0.00740524	0.0247838	0.013329	0.026178	0.0276866	0.0327238	0.0224506	0.013147	0.0303572	0.00378957	1.69033	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2590	-5248.92	-5253.46	4.53963	0.00361563	0.000938171	0.00749789	0.0158009	0.0289783	0.0213968	1.2341	0.0161509	0.00664803	0.030522	0.0417975	0.0285694	0.0515772	0.00740524	0.0247838	0.013329	0.026178	0.0268654	0.0327238	0.0243041	0.0196544	0.0207872	0.00312143	1.68674	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2600	-5248.52	-5253.21	4.68402	0.00502828	0.000938171	0.00749789	0.0158009	0.0289783	0.0213968	1.2341	0.0161509	0.00664803	0.020608	0.0417975	0.0281588	0.0515772	0.00740524	0.0209455	0.013329	0.026178	0.0247261	0.0327238	0.0243041	0.0196544	0.0212373	0.00312143	1.67231	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2610	-5248.12	-5252.86	4.73068	0.00502828	0.000938171	0.00749789	0.0234102	0.0289783	0.0213968	1.2341	0.0161509	0.00791279	0.020608	0.0417975	0.0281588	0.0515772	0.00699372	0.0209455	0.013329	0.026178	0.0247261	0.027047	0.0203781	0.0196544	0.0177121	0.00312143	1.66764	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2620	-5248.87	-5253.5	4.62873	0.00502828	0.00110032	0.00749789	0.0234102	0.0289783	0.0197635	1.2341	0.0161509	0.00791279	0.020608	0.0417975	0.0281588	0.0515772	0.00723276	0.0209455	0.013329	0.026178	0.0364736	0.027047	0.0203781	0.0196544	0.0177121	0.00280079	1.67783	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2630	-5249.06	-5251.45	2.38439	0.00502828	0.00119972	0.00721889	0.0182961	0.0289783	0.0197635	1.45039	0.0187329	0.00791279	0.020608	0.0417975	0.0281588	0.0458857	0.00723276	0.0209455	0.013329	0.026178	0.0364736	0.027047	0.0203781	0.0196544	0.0335311	0.0035301	1.90227	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2640	-5248.22	-5250.74	2.51763	0.00487869	0.00119972	0.00709073	0.0182961	0.0289783	0.0197635	1.45039	0.0187329	0.0128877	0.020608	0.0417975	0.0281588	0.0458857	0.00723276	0.0209455	0.013329	0.026178	0.02848	0.0299255	0.0203781	0.0196544	0.0206257	0.0035301	1.88894	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2650	-5246.67	-5249.22	2.54996	0.00487869	0.00163019	0.00613868	0.0182961	0.0289783	0.0362108	1.45039	0.0254075	0.0128877	0.020608	0.0417975	0.0199928	0.0458857	0.00723276	0.0140951	0.013329	0.0160888	0.02848	0.0299255	0.0203781	0.0196544	0.0206257	0.00280159	1.88571	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00622901
2660	-5246.91	-5249.42	2.50919	0.00487869	0.00163019	0.00676042	0.0182961	0.0289783	0.0362108	1.45039	0.0254075	0.0094447	0.020608	0.0417975	0.026891	0.0458857	0.00723276	0.0140951	0.013329	0.0160888	0.02848	0.0299255	0.0203781	0.0196544	0.0206257	0.00280159	1.88979	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00908262
2670	-5246.53	-5249.07	2.53999	0.00487869	0.00321013	0.00676042	0.0182961	0.0289783	0.0358914	1.45039	0.0254075	0.0094447	0.020608	0.0417975	0.026891	0.0458857	0.00723276	0.0140951	0.013329	0.020644	0.02848	0.0299255	0.0154332	0.0196544	0.0166757	0.00280159	1.88671	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00908262
2680	-5247.92	-5250.46	2.54183	0.00487869	0.00358291	0.00538272	0.0182961	0.0321091	0.0344065	1.45039	0.0254075	0.0094447	0.020608	0.0417975	0.033114	0.0381758	0.00723276	0.0133488	0.013329	0.020644	0.02848	0.0299255	0.0168407	0.0196544	0.0166757	0.00280159	1.88652	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.00908262
2690	-5246.59	-5248.94	2.35181	0.00487869	0.00358291	0.00791382	0.0182961	0.0321091	0.0344065	1.45039	0.0254075	0.0094447	0.020608	0.0417975	0.0293778	0.0568638	0.00723276	0.0133488	0.0152827	0.020644	0.02848	0.0299255	0.0164067	0.0196544	0.0166757	0.00280159	1.90553	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2700	-5247.3	-5249.36	2.05812	0.00644281	0.00358291	0.00791382	0.0182961	0.0444602	0.0344065	1.45039	0.0254075	0.00923667	0.020608	0.0417975	0.0293778	0.0779067	0.00723276	0.0133488	0.0152827	0.020644	0.02848	0.0245439	0.0164067	0.0196544	0.0166757	0.00280159	1.9349	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2710	-5245.04	-5247.42	2.37259	0.00419174	0.00368267	0.00791382	0.0223324	0.0444602	0.0344065	1.45039	0.0190043	0.00923667	0.020608	0.026954	0.0293778	0.0712616	0.00723276	0.0133488	0.0152827	0.020644	0.02304	0.0245439	0.0164067	0.0196544	0.0166757	0.00280159	1.90345	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2720	-5244.16	-5246.7	2.53412	0.00419174	0.0035688	0.00555308	0.014408	0.0444602	0.0344065	1.45039	0.0190043	0.00923667	0.0156837	0.0283822	0.0293778	0.0712616	0.00723276	0.011902	0.0152827	0.020644	0.02304	0.0245439	0.0140091	0.0196544	0.0182627	0.00280159	1.8873	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2730	-5246.13	-5248.38	2.24499	0.0037073	0.0035688	0.0043579	0.014408	0.0444602	0.0614315	1.45039	0.0250201	0.00923667	0.0156837	0.0283822	0.0293778	0.0712616	0.00723276	0.011902	0.0152827	0.020644	0.02304	0.0245439	0.0140091	0.0226042	0.0128643	0.00280159	1.91621	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2740	-5247.1	-5249.25	2.14544	0.0037073	0.00288161	0.00540826	0.014408	0.0444602	0.0654068	1.45039	0.0250201	0.00923667	0.0156837	0.0283822	0.0296613	0.0712616	0.00797537	0.00859989	0.0226439	0.0211758	0.02304	0.0245439	0.0140091	0.0226042	0.0128643	0.00280159	1.92616	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2750	-5246.34	-5248.61	2.26774	0.0037073	0.00288161	0.00540826	0.014408	0.0444602	0.043478	1.45039	0.0220572	0.00923667	0.0156837	0.0283822	0.0298283	0.0712616	0.00797537	0.00859989	0.0226439	0.0211758	0.02304	0.0245439	0.0155508	0.0335566	0.0128643	0.00280159	1.91393	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2760	-5247.21	-5249.4	2.19862	0.0037344	0.00288161	0.00540826	0.014408	0.0444602	0.043478	1.45039	0.0220572	0.00923667	0.0156837	0.0283822	0.0298283	0.0712616	0.0130642	0.00600441	0.0138501	0.029547	0.02304	0.0293584	0.0155508	0.0335566	0.0128643	0.00280159	1.92085	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2770	-5248.55	-5250.63	2.08113	0.0037344	0.00288161	0.00540826	0.0219433	0.0444602	0.043478	1.45039	0.0220572	0.00923667	0.0156837	0.0283822	0.0298283	0.0712616	0.0114992	0.00600441	0.0138501	0.029547	0.02304	0.0326624	0.0155508	0.0361312	0.0122831	0.00328274	1.93259	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
2780	-5248.32	-5250.39	2.06786	0.00322265	0.00222507	0.00540826	0.0219433	0.0444602	0.043478	1.45039	0.0220572	0.00923667	0.0156837	0.0283822	0.0298283	0.0712616	0.0114992	0.00600441	0.0138501	0.029547	0.02304	0.0330755	0.0155508	0.0361312	0.0122831	0.00536458	1.93392	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294041	0.184737	0.190182	0.331039	0.079716	3.65864	0.0150515
