Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	norm_gamma_rates[1]	alpha	pinvar
5730	-5230.33	-5234.83	4.49499	0.00607905	0.00162104	0.0100435	0.00553204	0.0126438	0.0165097	1.33817	0.0382312	0.00306431	0.0270896	0.0209335	0.0128486	0.0424853	0.00521315	0.00614407	0.0129153	0.017516	0.0175517	0.0175727	0.0204468	0.0276668	0.0166458	0.0142797	1.69121	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0842791	3.86807	0.00383389
5740	-5232.27	-5236.57	4.29571	0.00399944	0.00162104	0.0100435	0.00553204	0.0153949	0.0165097	1.33817	0.0382312	0.00306431	0.0270896	0.0154013	0.0128486	0.0424853	0.00521315	0.00614407	0.0129153	0.017516	0.0175517	0.0175727	0.0305567	0.0317894	0.0272017	0.0142797	1.71114	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0842791	3.86807	0.00383389
5750	-5231.11	-5235.23	4.11756	0.00266292	0.00162104	0.0100435	0.00553204	0.0153949	0.0165097	1.33817	0.0387467	0.00306431	0.031966	0.0154013	0.0128486	0.0603079	0.00521315	0.00614407	0.0129153	0.017516	0.0175517	0.0175727	0.0305567	0.0317894	0.0231388	0.0142797	1.72895	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0842791	3.86807	0.0014408
5760	-5231.62	-5235.89	4.26628	0.00266292	0.00162104	0.0100435	0.00553204	0.0159935	0.0165097	1.30626	0.0387467	0.00306431	0.031966	0.0154013	0.0128486	0.0764804	0.00736333	0.00614407	0.0129153	0.017516	0.0175517	0.0175727	0.0286762	0.0317894	0.0231388	0.0142797	1.71408	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5770	-5231.68	-5236.05	4.37588	0.00266292	0.00162104	0.0100435	0.00386508	0.0159935	0.0165097	1.30626	0.0387467	0.00306431	0.0209564	0.0154013	0.0128486	0.0764804	0.00674152	0.00841359	0.0133062	0.017516	0.0175517	0.0175727	0.0286762	0.0317894	0.022817	0.0142797	1.70312	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5780	-5230.06	-5234.58	4.52311	0.00266292	0.00162104	0.0100435	0.00331186	0.0159935	0.0165097	1.30626	0.0387467	0.00306431	0.0209564	0.0130953	0.0128486	0.0764804	0.00785872	0.00841359	0.0133062	0.017516	0.0175517	0.0175727	0.0246147	0.0228704	0.022817	0.0142797	1.6884	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5790	-5231.02	-5235.48	4.45484	0.00261509	0.00162104	0.0100435	0.00431737	0.0201926	0.0165097	1.30626	0.0387467	0.00306431	0.015164	0.0103496	0.0128486	0.0764804	0.00785872	0.00841359	0.0133062	0.017516	0.0201524	0.0175727	0.0246147	0.0194266	0.0338678	0.0142797	1.69522	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5800	-5230.15	-5234.59	4.43679	0.00261509	0.00198267	0.00774372	0.00431737	0.0198565	0.0165097	1.30626	0.0358287	0.00306431	0.015164	0.0103496	0.0128486	0.0764804	0.00683075	0.00950133	0.0133062	0.024453	0.0201524	0.0175727	0.0246147	0.0194266	0.0338678	0.0142797	1.69703	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5810	-5230.19	-5234.69	4.49996	0.00261509	0.00118334	0.00774372	0.00431737	0.0198565	0.0165097	1.30626	0.0358287	0.00328311	0.015164	0.0103496	0.0128486	0.0764804	0.00683075	0.00950133	0.0133062	0.0333443	0.0201524	0.0175727	0.0246147	0.0194266	0.0192408	0.0142797	1.69071	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5820	-5233.5	-5237.87	4.37766	0.00261509	0.00118334	0.00774372	0.00370617	0.0231038	0.0149287	1.30626	0.0358287	0.00328311	0.00931192	0.0103496	0.0133094	0.0764804	0.00683075	0.00950133	0.0133062	0.0535202	0.0201524	0.0175727	0.0246147	0.0194266	0.015631	0.0142797	1.70294	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5830	-5231.85	-5236.38	4.53299	0.00261509	0.00118334	0.00774372	0.00370617	0.0231038	0.0149287	1.30626	0.0358287	0.00328311	0.00931192	0.0103496	0.0133094	0.0764804	0.00683075	0.0096256	0.0133062	0.0535202	0.0201524	0.0111351	0.0246147	0.014394	0.0114439	0.0142797	1.68741	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5840	-5231.38	-5236.2	4.81982	0.00198143	0.00098957	0.00774372	0.00370617	0.0140954	0.0149287	1.30626	0.0358287	0.00328311	0.00931192	0.0103496	0.0133094	0.0764804	0.00683075	0.0096256	0.0133062	0.0351295	0.0146022	0.0129044	0.0319992	0.0103336	0.0114439	0.0142797	1.65873	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.0014408
5850	-5233.67	-5238.52	4.85254	0.00198143	0.00098957	0.00774372	0.00332755	0.0140954	0.0118457	1.30626	0.0360149	0.00435408	0.00931192	0.0103496	0.0133094	0.0764804	0.00683075	0.0136362	0.0133062	0.0351295	0.010051	0.0129044	0.0319992	0.00980723	0.0114439	0.0142797	1.65545	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.296277	0.186142	0.223525	0.294057	0.0852157	3.91106	0.00101431
5860	-5231.65	-5236.79	5.13702	0.00312862	0.00098957	0.00951984	0.00332755	0.0140954	0.0154062	1.30626	0.0360149	0.00435408	0.00931192	0.0103496	0.0133094	0.0497267	0.00683075	0.0136362	0.0133062	0.0351295	0.010051	0.0132957	0.023429	0.00980723	0.0114439	0.0142797	1.62701	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00101431
5870	-5230.87	-5235.88	5.00956	0.00247341	0.00098957	0.00789051	0.00332755	0.0140954	0.016714	1.30626	0.0360149	0.00381926	0.00931192	0.0103496	0.0133094	0.0620638	0.00683075	0.0115762	0.0133062	0.0351295	0.010051	0.0132957	0.023429	0.0137879	0.0114439	0.0142797	1.63975	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00101431
5880	-5229.39	-5234.37	4.97122	0.00247341	0.00098957	0.00613846	0.00332755	0.0140954	0.016714	1.30626	0.0341467	0.00455559	0.00931192	0.0103496	0.0133094	0.0620638	0.00683075	0.0115762	0.0133062	0.0351295	0.0157152	0.0100944	0.0276845	0.0137879	0.0114439	0.0142797	1.64359	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00101431
5890	-5231.71	-5236.58	4.87218	0.00247341	0.00098957	0.00613846	0.00332755	0.0140954	0.0238258	1.30626	0.0291254	0.00702559	0.00931192	0.0170486	0.0108013	0.0620638	0.00749302	0.0115762	0.0133062	0.0351295	0.016205	0.0100944	0.0276845	0.0137879	0.0114439	0.0142797	1.65349	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0214724
5900	-5231.2	-5236.04	4.84829	0.00247341	0.00098957	0.00613846	0.00332755	0.0140954	0.0340614	1.30626	0.0258428	0.00702559	0.00931192	0.0110664	0.0108013	0.0620638	0.00600681	0.00754878	0.0133062	0.0351295	0.016205	0.0100944	0.0276845	0.0207198	0.0114439	0.0142797	1.65588	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0177964
5910	-5230.91	-5235.69	4.78017	0.003061	0.00098957	0.00374534	0.00332755	0.0134715	0.0340614	1.30626	0.0178293	0.00702559	0.00931192	0.0110664	0.00795176	0.0772266	0.00600681	0.00754878	0.0133062	0.0351295	0.016205	0.00927943	0.0276845	0.0207198	0.0114439	0.0200362	1.66269	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0177964
5920	-5230.5	-5233.56	3.06455	0.003061	0.00131858	0.00442137	0.00332755	0.0134715	0.0340614	1.47185	0.0229428	0.00702559	0.00931192	0.0110664	0.00795176	0.0772266	0.00600681	0.00622254	0.0133062	0.0351295	0.0210654	0.00927943	0.0276845	0.0207198	0.00776638	0.0200362	1.83425	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
5930	-5230.45	-5233.39	2.9442	0.003061	0.00208197	0.00299456	0.00527928	0.0134715	0.0340614	1.47185	0.018738	0.00702559	0.00931192	0.014355	0.00795176	0.0901416	0.00600681	0.00622254	0.0133062	0.0351295	0.0198136	0.00927943	0.0276845	0.0207198	0.00776638	0.0200362	1.84629	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
5940	-5229.47	-5232.33	2.86241	0.003061	0.00208197	0.00222608	0.0083676	0.018219	0.0340614	1.47185	0.018738	0.00702559	0.00931192	0.0190843	0.00795176	0.0901416	0.00609744	0.00622254	0.0151365	0.0351295	0.0198136	0.00927943	0.0232932	0.0195725	0.00776638	0.0200362	1.85447	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
5950	-5229.42	-5232.3	2.88143	0.003061	0.00208197	0.00222608	0.0083676	0.0140797	0.0340614	1.47185	0.018738	0.00702559	0.0112247	0.0190843	0.00795176	0.0901416	0.00724288	0.00622254	0.0151365	0.0351295	0.0198136	0.00795209	0.0232932	0.0192223	0.00862255	0.0200362	1.85256	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
5960	-5229.63	-5232.37	2.73359	0.00260826	0.00208197	0.00222608	0.0083676	0.0140797	0.0340614	1.47185	0.0175474	0.00576204	0.0112247	0.0190843	0.00795176	0.0901416	0.00724288	0.00622254	0.0151365	0.0351295	0.0401691	0.00892063	0.0232932	0.0192223	0.0120483	0.0129775	1.86735	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
5970	-5228.43	-5231.37	2.93497	0.00260826	0.00208197	0.00222608	0.0083676	0.0140797	0.0340614	1.47185	0.0175474	0.00303188	0.0112247	0.0190843	0.00795176	0.0639393	0.00724288	0.00622254	0.0151365	0.0351295	0.0401691	0.00931371	0.0263657	0.0192223	0.0173771	0.0129775	1.84721	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
5980	-5227.25	-5230.35	3.10685	0.0028761	0.00208197	0.0027621	0.0083676	0.0140797	0.0340614	1.47185	0.0155155	0.00279109	0.0112247	0.0190843	0.00795176	0.0639393	0.00481972	0.00518939	0.0151365	0.0351295	0.0401691	0.00931371	0.0194467	0.0138788	0.0173771	0.0129775	1.83002	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
5990	-5229.87	-5232.72	2.85212	0.0028761	0.00167604	0.00394791	0.0083676	0.0140797	0.0340614	1.47185	0.0227026	0.00279109	0.0112247	0.0190843	0.00795176	0.0639393	0.00481972	0.00451726	0.0107483	0.0516747	0.0401691	0.015335	0.0194467	0.0138788	0.0173771	0.0129775	1.8555	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6000	-5228.18	-5231.18	2.9922	0.00422726	0.00167604	0.00386669	0.0083676	0.0140797	0.0340614	1.47185	0.0227026	0.00279109	0.0127613	0.0195131	0.00795176	0.0639393	0.00481972	0.00451726	0.0107483	0.0405766	0.0401691	0.015335	0.0194467	0.0138788	0.0112317	0.0129775	1.84149	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6010	-5227.69	-5230.73	3.04325	0.00422726	0.00167604	0.00386669	0.0083676	0.0140797	0.0340614	1.47185	0.0227026	0.00279109	0.0127613	0.0195131	0.00969354	0.0639393	0.00481972	0.00451726	0.0107483	0.0405766	0.0369303	0.015335	0.0158386	0.0138788	0.0112317	0.0129775	1.83638	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6020	-5227.89	-5231.14	3.24951	0.00422726	0.00135479	0.00386669	0.0083676	0.017485	0.0340614	1.47185	0.0227026	0.00279109	0.0127613	0.0153661	0.00969354	0.0389421	0.00646834	0.00628127	0.0107483	0.0405766	0.0369303	0.015335	0.0158386	0.0159008	0.0112317	0.0129775	1.81576	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6030	-5226.94	-5230.23	3.28734	0.00422726	0.00107485	0.00386669	0.00936653	0.0167364	0.0340614	1.47185	0.0227026	0.00279109	0.0127613	0.021314	0.00969354	0.0389421	0.00646834	0.00612418	0.0107483	0.0405766	0.0369303	0.011007	0.0145009	0.0120217	0.0112317	0.0129775	1.81197	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6040	-5223.7	-5227.23	3.53062	0.00422726	0.00107485	0.00386669	0.00936653	0.0167364	0.042746	1.47185	0.0128766	0.00279109	0.0127613	0.0134027	0.00969354	0.0389421	0.00646834	0.00612418	0.0107483	0.027822	0.0369303	0.011007	0.0119803	0.0120217	0.0112317	0.0129775	1.78765	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6050	-5223.47	-5226.93	3.46065	0.00422726	0.00107485	0.00478824	0.00936653	0.0167364	0.042746	1.47185	0.0145281	0.00279109	0.0127613	0.0134027	0.00969354	0.0491925	0.00408886	0.00612418	0.0107483	0.027822	0.0369303	0.011007	0.0119803	0.0120217	0.00778495	0.0129775	1.79464	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6060	-5225.05	-5228.29	3.24524	0.00422726	0.00130954	0.00478824	0.0108603	0.0167364	0.042746	1.47185	0.0145281	0.00279109	0.0127613	0.0134027	0.0113072	0.0491925	0.00408886	0.00612418	0.0107483	0.0361465	0.0442656	0.0135459	0.0119803	0.0120217	0.00778495	0.0129775	1.81618	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6070	-5225.93	-5228.96	3.02789	0.00422726	0.00173425	0.00478824	0.0108603	0.0188138	0.042746	1.47185	0.0145281	0.00279109	0.0127613	0.0134027	0.0113072	0.058984	0.00408886	0.00612418	0.0107483	0.0454169	0.0442656	0.0135459	0.0119803	0.0120217	0.00778495	0.0131488	1.83792	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6080	-5226.22	-5229.31	3.09103	0.00401624	0.00173425	0.00478824	0.0108603	0.0188138	0.042746	1.47185	0.0145281	0.00279109	0.0127613	0.0205376	0.0113072	0.0482464	0.00408886	0.00558497	0.0107483	0.0385247	0.0442656	0.0184767	0.0119803	0.0120217	0.00778495	0.0131488	1.8316	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6090	-5225.4	-5228.49	3.08271	0.00401624	0.00173425	0.00478824	0.00767825	0.0188138	0.042746	1.47185	0.0145281	0.00279109	0.0188075	0.0205376	0.0147906	0.0482464	0.00408886	0.00457978	0.0107483	0.0340141	0.0442656	0.0184767	0.0119803	0.0120217	0.00778495	0.0131488	1.83244	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00581728
6100	-5226.2	-5229.14	2.93398	0.00401624	0.00216996	0.00478824	0.00767825	0.01845	0.042746	1.47185	0.0145281	0.00279109	0.0298327	0.0205376	0.0147906	0.0482464	0.00408886	0.00457978	0.0107483	0.0340141	0.0442656	0.0184767	0.0119803	0.0157983	0.00778495	0.0131488	1.84731	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00806013
6110	-5227.03	-5232.57	5.53956	0.00401624	0.00215584	0.00564487	0.00767825	0.01845	0.042746	1.2065	0.0145281	0.00279109	0.0298327	0.0213792	0.0147906	0.0482464	0.00408886	0.00457978	0.0148272	0.0340141	0.0442656	0.0184767	0.0110075	0.0157983	0.00778495	0.0131488	1.58675	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00806013
6120	-5226.4	-5231.95	5.55118	0.00246884	0.00215584	0.00564487	0.00767825	0.01845	0.0375792	1.2065	0.0145281	0.00279109	0.0298327	0.0176259	0.020218	0.0482464	0.00408886	0.00513188	0.0148272	0.0340141	0.0442656	0.0184767	0.0143343	0.0157983	0.00778495	0.0131488	1.58559	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00806013
6130	-5224.6	-5230.38	5.77908	0.00213294	0.00215584	0.003933	0.00767825	0.01845	0.0375792	1.2065	0.0145281	0.00279109	0.0298327	0.0158838	0.020218	0.0482464	0.0036397	0.00513188	0.0148272	0.0220037	0.0346718	0.0184767	0.0143343	0.0157983	0.0108374	0.0131488	1.5628	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00806013
6140	-5224.34	-5229.93	5.59268	0.00213294	0.00215584	0.003933	0.00767825	0.01845	0.0375792	1.2065	0.0145281	0.00126832	0.0298327	0.0146563	0.020218	0.0739193	0.0036397	0.00513188	0.0134516	0.0220037	0.0346718	0.0184767	0.0143343	0.0128921	0.0108374	0.0131488	1.58144	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00806013
6150	-5225.48	-5230.87	5.38579	0.00213294	0.00215584	0.003933	0.00767825	0.0287276	0.0375792	1.2065	0.0145281	0.00126832	0.0298327	0.0171417	0.020218	0.0739193	0.0036397	0.00513188	0.0188968	0.0223654	0.0367909	0.0184767	0.0143343	0.0128921	0.0108374	0.0131488	1.60213	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00806013
6160	-5225.93	-5231.24	5.31759	0.00213294	0.00215584	0.003933	0.0120968	0.0287276	0.0375792	1.2065	0.0145281	0.00126832	0.0241716	0.0171417	0.020218	0.0739193	0.00242307	0.00595468	0.0188968	0.0286059	0.0367909	0.0184767	0.0143343	0.015107	0.0108374	0.0131488	1.60895	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00806013
6170	-5227.72	-5232.9	5.18166	0.00345511	0.00215584	0.003933	0.0120968	0.0287276	0.0375792	1.2065	0.0351552	0.00126832	0.0193714	0.0171417	0.020218	0.0608283	0.00380409	0.00595468	0.0188968	0.0346465	0.0367909	0.0184767	0.0143343	0.0152104	0.0128475	0.0131488	1.62254	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00806013
6180	-5229.78	-5234.83	5.05032	0.00385313	0.00225901	0.003933	0.0120968	0.0287276	0.0398236	1.2065	0.0351552	0.00120687	0.0193714	0.0213802	0.020218	0.0608283	0.00380409	0.00494614	0.0188968	0.0346465	0.0367909	0.0264821	0.0143343	0.0152104	0.0128475	0.0123636	1.63568	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00987545
6190	-5229.53	-5234.6	5.06808	0.00385313	0.00203065	0.00281884	0.0122339	0.027243	0.0398236	1.2065	0.0351552	0.00180558	0.0193714	0.0213802	0.020218	0.0608283	0.00380409	0.00494614	0.0182313	0.0346465	0.0367909	0.0264821	0.0143343	0.0157669	0.0132714	0.0123636	1.6339	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00987545
6200	-5228.05	-5232.59	4.54302	0.00385313	0.00151041	0.00299062	0.0122339	0.027243	0.0398236	1.26534	0.0351552	0.00180558	0.0193714	0.0213802	0.0200218	0.0608283	0.00255645	0.00494614	0.0136906	0.0346465	0.0367909	0.0264821	0.0143343	0.0157669	0.0132714	0.0123636	1.68641	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00987545
6210	-5226.51	-5231.18	4.66992	0.00288465	0.00151041	0.00260771	0.0122339	0.027243	0.0398236	1.26534	0.0238484	0.0017524	0.0193714	0.0236152	0.0200218	0.0608283	0.00255645	0.00420983	0.00942045	0.0346465	0.0367909	0.0264821	0.0143343	0.0157669	0.0160639	0.0123636	1.67372	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00987545
6220	-5226.28	-5230.83	4.55697	0.00288465	0.00151041	0.00260771	0.0122339	0.027243	0.0398236	1.26534	0.0238484	0.0017524	0.0266941	0.0236152	0.0201218	0.0608283	0.00350782	0.00420983	0.007301	0.0346465	0.0367909	0.0264821	0.0143343	0.0157669	0.0170967	0.0163711	1.68501	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00987545
6230	-5230.22	-5234.52	4.30105	0.00461082	0.00151041	0.00260771	0.0122339	0.027243	0.0398236	1.26534	0.0375389	0.0017524	0.0266941	0.0161343	0.0201218	0.0608283	0.00505714	0.00480752	0.007301	0.0346465	0.0367909	0.0419913	0.0143343	0.0157669	0.0170967	0.0163711	1.7106	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6240	-5231.14	-5235.34	4.1934	0.00461082	0.00151041	0.00260771	0.0129049	0.027079	0.0398236	1.26534	0.0375389	0.00119965	0.0266941	0.0161343	0.0296061	0.0608283	0.00793243	0.00480752	0.007301	0.0346465	0.0367909	0.0419913	0.0127858	0.0157669	0.0170967	0.0163711	1.72137	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6250	-5230	-5234.29	4.29125	0.00461082	0.00151041	0.00260771	0.00730804	0.027079	0.0398236	1.26534	0.0375389	0.00119965	0.0402687	0.0161343	0.0197026	0.0608283	0.00793243	0.0044313	0.007301	0.0346465	0.0367909	0.036544	0.0107497	0.0157669	0.0170967	0.0163711	1.71158	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6260	-5228.71	-5233.14	4.43161	0.00461082	0.00151041	0.00260771	0.00601156	0.027079	0.0398236	1.26534	0.0331744	0.000755498	0.0402687	0.019505	0.0197026	0.0608283	0.00688947	0.0044313	0.007301	0.0346465	0.0238469	0.036544	0.0166642	0.0157669	0.0138682	0.0163711	1.69755	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6270	-5228.18	-5232.62	4.44159	0.00461082	0.00151041	0.00219546	0.00601156	0.027079	0.0398236	1.26534	0.0289621	0.000501611	0.0402687	0.019505	0.0197026	0.0623785	0.00688947	0.00567816	0.007301	0.0346465	0.0238469	0.036544	0.0234434	0.0100711	0.0138682	0.0163711	1.69655	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6280	-5228.85	-5233.32	4.47836	0.00461082	0.000921816	0.00219546	0.00601156	0.0239453	0.0398236	1.26534	0.0289621	0.000627438	0.0459134	0.019505	0.0181665	0.0623785	0.00992468	0.00567816	0.007301	0.0346465	0.0166218	0.036544	0.0234434	0.0100711	0.0138682	0.0163711	1.69287	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6290	-5228.96	-5233.3	4.33686	0.00739195	0.000921816	0.00219546	0.00702711	0.0239453	0.0398236	1.26534	0.0289621	0.000537307	0.049711	0.019505	0.0181665	0.0623785	0.00992468	0.00567816	0.007301	0.0346465	0.0302986	0.0347788	0.0181781	0.0100711	0.0138682	0.0163711	1.70702	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6300	-5226.85	-5231.29	4.43828	0.00739195	0.000921816	0.00219546	0.00667821	0.0239453	0.0398236	1.26534	0.0289621	0.000537307	0.0371412	0.019505	0.0181665	0.0623785	0.00992468	0.00669916	0.007301	0.0346465	0.0302986	0.024662	0.0254101	0.0147116	0.0138682	0.0163711	1.69688	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6310	-5227.63	-5232.07	4.43885	0.00585502	0.000921816	0.00219546	0.00667821	0.0239453	0.0398236	1.26534	0.0289621	0.000537307	0.0314693	0.019505	0.0181665	0.0623785	0.00992468	0.00669916	0.007301	0.027444	0.0302986	0.030707	0.0337193	0.0147116	0.0138682	0.0163711	1.69682	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
